San Francisco,San Jose,Sacramento,Oakland,Walnut Creek,Association,Association Pool,BARI,BERD,CCRD,EBRD,MLS,MLSL,SACM,Week or Weekend,# of Rooms_n,# of Units_n,Association Total_n,Bathrooms_n,Bedrooms_n,Selling Date_n,DOM_n,Latitude_n,Longitude_n,On Market Date_n,Days_Between_n,Date of Week_n,Square Footage_n,Selling Price,SP%LP_n,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.020746269,0.068825911,0.125,0.125,0.884931507,0.017241379,0.950756177,0.011065026,0.949898785,0.034753363,0.5,0.091654993,844000,0.630768399,0,0,0,1,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.108208955,0.039473684,0.125,0.125,0.120547945,0.018965517,0.970912186,0.019276387,0.819331984,0.022982063,0.666666667,0.091654993,178000,0.534367232,0,0,0,0,1,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.037651822,0.125,0.125,0.147945205,0.006896552,0.970965061,0.019277139,0.833502024,0.010650224,0.666666667,0.091654993,174500,0.54949746,0,0,0,0,1,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.037651822,0.125,0.125,0.435616438,0.05,0.970965086,0.019277123,0.865890688,0.034192825,0.833333333,0.091654993,177000,0.528098995,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.108208955,0.039473684,0.125,0.125,0.42739726,0.025862069,0.97089482,0.019276387,0.871963563,0.02690583,0.5,0.091654993,178000,0.53377283,0,0,0,1,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.039473684,0.125,0.125,0.408219178,0.013793103,0.970912186,0.019276387,0.880060729,0.012892377,0.833333333,0.091654993,175000,0.536798876,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.108208955,0.040080972,0.125,0.125,0.646575342,0.003448276,0.970929853,0.019276387,0.917510121,0.02073991,0.333333333,0.091654993,178000,0.532259808,0,0,1,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.038259109,0.125,0.125,0.942465753,0.056896552,0.970965086,0.019277123,0.954453441,0.040919283,0.833333333,0.091654993,175000,0.546201232,0,0,0,0,0,1,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.038259109,0.125,0.125,0.82739726,0.00862069,0.970965086,0.019277123,0.949898785,0.020179372,0.5,0.091654993,190000,0.536798876,0,0,0,1,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.040080972,0.125,0.125,0.876712329,0.003448276,0.970912186,0.019276387,0.958502024,0.022421525,1,0.091654993,184500,0.536798876,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.108208955,0.039473684,0.125,0.125,0.032876712,0.046551724,0.970929853,0.019276387,0.78340081,0.043721973,0.5,0.091654993,181000,0.537123095,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.133333333,0.036119403,0.047064777,0.125,0.125,0.246575342,0.022413793,0.95056043,0.012267707,0.833502024,0.030269058,0.666666667,0.091654993,425000,0.572030693,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.133333333,0.186119403,0.050404858,0.125,0.125,0.115068493,0,0.952288988,0.012055156,0.836538462,0,0.5,0.091654993,442000,0.536798876,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.133333333,0.036119403,0.048684211,0.125,0.125,0.446575342,0.012068966,0.95055814,0.012262351,0.883603239,0.015695067,0.833333333,0.091654993,425000,0.536798876,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.031275304,0.125,0.125,0.493150685,0.017241379,0.938950295,0.015358399,0.885121457,0.024663677,0.166666667,0.091654993,521000,0.5326921,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.1,0.036119403,0.047064777,0.125,0.125,0.665753425,0.006896552,0.95056043,0.012267707,0.92257085,0.01793722,0.833333333,0.091654993,435000,0.543229223,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.1,0.036119403,0.048684211,0.125,0.125,0.953424658,0.063793103,0.95056043,0.012267707,0.961032389,0.033632287,0.666666667,0.091654993,430000,0.543175186,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.1,0.000447761,0.014777328,0.125,0.125,0.424657534,0,0.950365387,0.011238004,0.887651822,0.007286996,1,0.091454873,1000000,0.565816492,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.133333333,0.044776119,0.064271255,0.125,0.125,0.517808219,0.010344828,0.950787384,0.011301989,0.896255061,0.01793722,0.333333333,0.091454873,837000,0.529179725,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.133333333,0.044776119,0.061032389,0.125,0.125,0.936986301,0.162068966,0.950787384,0.011301989,0.929149798,0.067264574,0.666666667,0.091454873,680000,0.52210094,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.019701493,0.073785425,0.125,0.125,0.997260274,0.143103448,0.950863992,0.01111174,0.950404858,0.054932735,0.666666667,0.091454873,600000,0.496001297,0,0,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.1,0,0.039979757,0.125,0.125,0.649315068,0.027586207,0.971820481,0.007429526,0.92257085,0.014013453,0.833333333,0.091454873,345000,0.521560575,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1,0,0.039979757,0.125,0.125,0.810958904,0.115517241,0.971817889,0.007430035,0.924595142,0.045964126,0.333333333,0.091454873,345000,0.530584675,0,0,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.044230769,0.125,0.125,0.147945205,0.20862069,0.953770811,0.009351746,0.762145749,0.089125561,0.5,0.091454873,570000,0.518588566,0,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.039979757,0.125,0.125,0.523287671,0.236206897,0.971817889,0.007430035,0.840080972,0.080717489,0.5,0.091454873,355000,0.482708311,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.03340081,0.125,0.125,0.019178082,0.077586207,0.973033195,0.020330485,0.756072874,0.070067265,0.833333333,0.091454873,176000,0.559169999,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.03340081,0.125,0.125,0.016438356,0.025862069,0.973033195,0.020330485,0.799089069,0.021860987,1,0.091454873,192000,0.536798876,0,0,0,0,0,0,1
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.1,0.004029851,0.048279352,0.125,0.125,0.421917808,0.05,0.951775157,0.012373647,0.863360324,0.034192825,0,0.091454873,560000,0.532043662,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.044838057,0.125,0.125,0.216438356,0.024137931,0.938743851,0.014283452,0.834008097,0.023542601,0.833333333,0.091454873,727000,0.534583378,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.1,0.000597015,0.035425101,0.125,0.125,0.515068493,0.022413793,0.952771008,0.012456542,0.890688259,0.022421525,0.833333333,0.091454873,720000,0.590403113,0,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.1,0.004029851,0.048279352,0.125,0.125,0.591780822,0.018965517,0.951775157,0.012373647,0.90840081,0.025224215,0.833333333,0.091454873,575000,0.562412191,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.1,0.01119403,0.033704453,0.125,0.125,0.830136986,0.020689655,0.957124793,0.015441164,0.939271255,0.034192825,0.5,0.091454873,250000,0.536798876,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.1,0.005373134,0.049797571,0.125,0.125,0.994520548,0.04137931,0.951677334,0.012440144,0.976720648,0.030269058,0,0.091454873,470000,0.574948665,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.030769231,0.125,0.125,0.961643836,0.013793103,0.937679219,0.016073842,0.984817814,0.00896861,0.333333333,0.091454873,240000,0.366962066,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.01,0.069230769,0.125,0,0.35890411,0.086206897,0.951006663,0.011087886,0.846153846,0.039798206,0.166666667,0.091254753,912500,0.515994812,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.133333333,0.004328358,0.044129555,0.125,0,0.657534247,0.098275862,0.950833767,0.011089736,0.894230769,0.047085202,0.833333333,0.091254753,749000,0.536798876,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.025809717,0.125,0.125,0.019178082,0.046551724,0.929116384,0.016366211,0.755060729,0.070627803,0.5,0.091054633,269000,0.51556252,0,0,0,1,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.133333333,0.02238806,0.2298583,0.125,0,0.175342466,0.013793103,0.953172797,0.013893043,0.829959514,0.019618834,0.666666667,0.091054633,220000,0.529503945,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.133333333,0.02238806,0.229757085,0.125,0.125,0.704109589,0.148275862,0.953172797,0.013893043,0.885121457,0.070627803,0.166666667,0.091054633,224000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.1,0.02238806,0.229757085,0.125,0.125,0.712328767,0.136206897,0.953172797,0.013893043,0.891700405,0.061098655,0,0.091054633,210000,0.505511726,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.025404858,0.125,0.125,0.569863014,0.015517241,0.929114018,0.01636697,0.895748988,0.028026906,0.166666667,0.091054633,275000,0.527126337,0,1,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.1,0.02238806,0.229757085,0.125,0.125,0.780821918,0.053448276,0.953172797,0.013893043,0.931680162,0.031390135,0.333333333,0.091054633,212500,0.530530639,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.1,0.02238806,0.2298583,0.125,0.125,0.97260274,0.029310345,0.953172797,0.013893043,0.977226721,0.019618834,0.166666667,0.091054633,199000,0.536798876,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1,0.00641791,0.060222672,0.125,0.125,0.961643836,0.179310345,0.951289286,0.010936839,0.911437247,0.093049327,0.666666667,0.090854513,957500,0.561871825,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.133333333,0,0.032894737,0.125,0.25,0.657534247,0.068965517,0.964968889,0.00884904,0.914979757,0.024663677,0.666666667,0.090854513,287000,0.592888793,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.133333333,0,0.035425101,0.125,0.25,0.728767123,0.020689655,0.964956683,0.008846075,0.923076923,0.038116592,1,0.090854513,240000,0.505025397,0,0,0,0,0,0,1
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.133333333,0,0.032894737,0.125,0.25,0.917808219,0.060344828,0.964968889,0.008847004,0.96659919,0.021860987,0.166666667,0.090854513,290000,0.546255269,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.133333333,0,0.030364372,0.125,0.25,0.082191781,0.279310345,0.964968965,0.008851132,0.743421053,0.102017937,0.166666667,0.090854513,275000,0.517832054,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.03340081,0.125,0.125,0.901369863,0.067241379,0.930736901,0.014595062,0.935222672,0.052130045,0.333333333,0.090854513,259000,0.536798876,0,0,1,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.050101215,0.125,0.125,0.610958904,0.094827586,0.953754578,0.010313458,0.899291498,0.032511211,0.166666667,0.090654393,545000,0.532854209,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.050101215,0.125,0.125,0.871232877,0.074137931,0.953760719,0.010314137,0.950910931,0.029147982,0.833333333,0.090654393,559000,0.518156274,0,0,0,0,0,1,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.133333333,0,0.050101215,0.125,0.125,0.936986301,0.165517241,0.953771943,0.010309145,0.935728745,0.058295964,0.5,0.090654393,535000,0.532800173,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.133333333,0.009552239,0.03694332,0.125,0.125,0.063013699,0.181034483,0.955306465,0.014947149,0.758603239,0.153587444,0.5,0.090654393,277950,0.532962283,0,0,0,1,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.1,0,0.058704453,0.125,0.125,0.369863014,0.10862069,0.965119613,0.012372484,0.836032389,0.054932735,0.333333333,0.090654393,535000,0.531773479,0,0,1,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.050101215,0.125,0.125,0.254794521,0.036206897,0.953764091,0.010308902,0.848178138,0.015695067,0.833333333,0.090654393,550000,0.537771534,0,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.2,0.005970149,0.037753036,0.25,0.125,0.167123288,0.024137931,0.951246176,0.012840553,0.826923077,0.022421525,0.833333333,0.090654393,309000,0.572192802,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.133333333,0.009552239,0.037955466,0.125,0.125,0.101369863,0.013793103,0.955306465,0.014947149,0.817813765,0.021860987,0.166666667,0.090654393,263000,0.545120501,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.133333333,0.014925373,0.036133603,0.125,0.125,0.616438356,0.10862069,0.954834436,0.014290488,0.881578947,0.114349776,0.166666667,0.090654393,315000,0.541986383,0,1,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.133333333,0.000447761,0.012246964,0.125,0.125,0.668493151,0.087931034,0.951461226,0.012703182,0.897773279,0.045964126,0.833333333,0.090654393,575000,0.562412191,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.035728745,0.125,0.125,0.923287671,0.053448276,0.92082238,0.01586184,0.939777328,0.051008969,0.666666667,0.090654393,410000,0.517723981,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.133333333,0.009552239,0.037955466,0.125,0.125,0.84109589,0.013793103,0.955297833,0.014952569,0.94888664,0.024663677,0.166666667,0.090654393,287500,0.561385497,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000298507,0.010121457,0.125,0.125,0.093150685,0.15,0.949675942,0.011031374,0.787449393,0.049887892,0.666666667,0.090454273,818000,0.54965957,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.1,0.888208955,0.080060729,0.125,0.125,0.252054795,0.013793103,0.950736019,0.011329784,0.844129555,0.019618834,0.666666667,0.090454273,780000,0.599427213,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.133333333,0.017761194,0.065688259,0.125,0.125,0.550684932,0.012068966,0.950193976,0.011116425,0.900809717,0.01793722,0.666666667,0.090454273,865000,0.547606182,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.027834008,0.125,0.25,0.649315068,0.182758621,0.956010482,0.020079653,0.849190283,0.09529148,0,0.090454273,130000,0.536798876,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.011940299,0.027834008,0.125,0.25,0.865753425,0.131034483,0.956010658,0.020079588,0.906882591,0.078475336,0.333333333,0.090454273,120000,0.515184265,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.027834008,0.125,0.25,0.646575342,0.005172414,0.956010482,0.020079653,0.91548583,0.021860987,0.833333333,0.090454273,123000,0.550308008,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.1,0.015223881,0.039979757,0.125,0.125,0.024657534,0.060344828,0.955366186,0.014567638,0.780870445,0.043161435,0.833333333,0.090454273,280000,0.529179725,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.030364372,0.125,0.125,0.115068493,0.132758621,0.942980988,0.012657219,0.782388664,0.060538117,0.166666667,0.090454273,529000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.133333333,0.044925373,0.040182186,0.125,0.125,0.197260274,0.025862069,0.953850589,0.014059503,0.826417004,0.029147982,0.666666667,0.090454273,355000,0.546093159,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.1,0.044925373,0.040182186,0.125,0.125,0.484931507,0.15,0.953859901,0.014058396,0.847165992,0.063901345,0.5,0.090454273,332000,0.525667351,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.133333333,0.010895522,0.050506073,0.125,0.125,0.246575342,0.018965517,0.945903863,0.014412826,0.844635628,0.018497758,0.833333333,0.090454273,430000,0.543175186,0,0,0,0,0,1,0
1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.1,0.08880597,0.080060729,0.125,0.125,0.252054795,0.013793103,0.950736019,0.011329784,0.844129555,0.019618834,0.666666667,0.090454273,780000,0.599427213,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.133333333,0.010895522,0.050506073,0.125,0.125,0.210958904,0.063793103,0.945914433,0.014411962,0.819331984,0.03867713,0.666666667,0.090454273,417000,0.532962283,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.050506073,0.125,0.125,0.210958904,0.063793103,0.945913829,0.014412495,0.818825911,0.039237668,0.5,0.090454273,417000,0.532962283,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.133333333,0.010895522,0.050607287,0.125,0.125,0.860273973,0.251724138,0.945897999,0.01441609,0.880566802,0.103699552,1,0.090454273,420000,0.530422566,0,0,0,0,0,0,1
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.1,0.044925373,0.042408907,0.125,0.125,0.402739726,0.013793103,0.953830028,0.014069366,0.872469636,0.019058296,0.666666667,0.090454273,352500,0.54063547,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.133333333,0.044925373,0.042408907,0.125,0.125,0.454794521,0.00862069,0.953838207,0.014062338,0.875,0.027466368,0.333333333,0.090454273,358000,0.535285853,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0.133333333,0.044925373,0.042408907,0.125,0.125,0.728767123,0.148275862,0.953838207,0.014062338,0.891700405,0.064461883,0,0.090454273,337000,0.521236356,1,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.133333333,0.044925373,0.042408907,0.125,0.125,0.750684932,0.14137931,0.953855472,0.014067581,0.898785425,0.061659193,0,0.090454273,349950,0.536798876,1,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.133333333,0.044925373,0.043117409,0.125,0.125,0.753424658,0.082758621,0.953830028,0.014069366,0.91548583,0.043161435,0.833333333,0.090454273,330000,0.536798876,0,0,0,0,0,1,0
0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.1,0.010149254,0.050809717,0.125,0.125,0.747945205,0.024137931,0.951584896,0.01243953,0.928643725,0.028587444,0.5,0.090454273,556000,0.598508592,0,0,0,1,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.133333333,0.044925373,0.043117409,0.125,0.125,0.77260274,0.048275862,0.953830028,0.014069366,0.92965587,0.031390135,0.833333333,0.090454273,348000,0.52615368,0,0,0,0,0,1,0
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0.1,0.02,0.086437247,0.125,0.125,0.531506849,0.032758621,0.951213635,0.012280155,0.894230769,0.021300448,0.833333333,0.090254152,692000,0.531395223,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.133333333,0.007164179,0.032287449,0.125,0.125,0.638356164,0.010344828,0.948081699,0.01648947,0.914473684,0.021300448,0.5,0.090254152,355000,0.529341835,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.1,0.00761194,0.042307692,0.125,0.125,0.753424658,0.055172414,0.951696838,0.012409456,0.92257085,0.035313901,0.833333333,0.090054032,439000,0.536798876,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.1,0.03358209,0.046659919,0.125,0.125,0.263013699,0.074137931,0.945232311,0.014740624,0.810222672,0.05941704,0,0.090054032,420000,0.513401059,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.033333333,0.03358209,0.04757085,0.125,0.125,0.273972603,0.013793103,0.945228662,0.014736124,0.844635628,0.023542601,0.833333333,0.090054032,465000,0.532313844,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.1,0.024925373,0.047064777,0.125,0.125,0.331506849,0.022413793,0.945247764,0.014744937,0.865384615,0.02073991,0.666666667,0.090054032,397500,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.1,0.03358209,0.04757085,0.125,0.125,0.369863014,0.034482759,0.945230021,0.014736561,0.850708502,0.036434978,0.5,0.090054032,450000,0.515994812,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.046356275,0.125,0.125,0.38630137,0.067241379,0.945786535,0.011831319,0.851720648,0.03867713,0.833333333,0.090054032,625000,0.534205123,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.04757085,0.125,0.125,0.254794521,0.013793103,0.945211977,0.014742837,0.844635628,0.023542601,0.833333333,0.090054032,465000,0.532313844,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.046356275,0.125,0.125,0.465753425,0.012068966,0.945786535,0.011831319,0.883097166,0.020179372,0.666666667,0.090054032,640000,0.524424511,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.046356275,0.125,0.125,0.501369863,0.031034483,0.945813715,0.011840334,0.883603239,0.02690583,0.833333333,0.090054032,630000,0.53252999,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.046356275,0.125,0.125,0.520547945,0.029310345,0.945786535,0.011831319,0.887145749,0.027466368,0.833333333,0.090054032,615000,0.53252999,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.046356275,0.125,0.125,0.520547945,0.010344828,0.945786535,0.011831319,0.891700405,0.024103139,0,0.090054032,635000,0.545444721,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.1,0.037313433,0.04757085,0.125,0.125,0.638356164,0.012068966,0.945230021,0.014736561,0.917004049,0.01793722,0.166666667,0.090054032,465000,0.536798876,0,1,0,0,0,0,0
0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0.1,0.00761194,0.042307692,0.125,0.125,0.753424658,0.05862069,0.951696838,0.012409456,0.921558704,0.036434978,0.5,0.090054032,439000,0.536798876,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.1,0.037313433,0.04757085,0.125,0.125,0.945205479,0.14137931,0.945214166,0.014751416,0.932692308,0.063340807,0.666666667,0.090054032,440000,0.530746785,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.133333333,0.032238806,0.030161943,0.125,0.125,0.789041096,0.018965517,0.9561754,0.012586207,0.943319838,0.020179372,0.666666667,0.090054032,326000,0.606235815,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.047165992,0.125,0.125,0.808219178,0.006896552,0.94578875,0.011821578,0.947368421,0.019058296,0.833333333,0.090054032,650000,0.546957743,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.044433198,0.125,0.125,0.895890411,0.024137931,0.945801811,0.011843024,0.954453441,0.02970852,0.833333333,0.090054032,590000,0.528693397,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1,0.014776119,0.048380567,0.125,0.125,0.939726027,0.037931034,0.94492885,0.01192049,0.961032389,0.033071749,0.666666667,0.089853912,608000,0.543985734,0,0,0,0,1,0,0
0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.037044534,0.125,0.125,0.405479452,0.084482759,0.951425137,0.01238801,0.865384615,0.028026906,0.666666667,0.089853912,540000,0.563006592,0,0,0,0,1,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.066666667,0.005970149,0.037044534,0.125,0.125,0.405479452,0.094827586,0.951425137,0.01238801,0.862348178,0.031390135,0.833333333,0.089853912,540000,0.563006592,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.048481781,0.125,0.125,0.216438356,0,0.94492588,0.011913261,0.844129555,0.034192825,0.666666667,0.089853912,585000,0.552091214,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.1,0.050746269,0.029352227,0.125,0.125,0.479452055,0.043103448,0.954132634,0.014108067,0.874493927,0.032511211,0.166666667,0.089853912,375000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.1,0.029850746,0.048380567,0.125,0.125,0.630136986,0.031034483,0.944914253,0.011921169,0.889676113,0.04764574,0.5,0.089853912,620000,0.520804064,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.048380567,0.125,0.125,0.630136986,0.04137931,0.944929831,0.01192154,0.889676113,0.04764574,0.5,0.089853912,620000,0.520804064,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.031376518,0.125,0.125,0.747945205,0.046551724,0.939044595,0.014906477,0.917510121,0.039798206,0.333333333,0.089853912,585000,0.524208365,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.1,0.050746269,0.029352227,0.125,0.125,0.942465753,0.037931034,0.954118817,0.014111766,0.95951417,0.033071749,0.166666667,0.089853912,388000,0.52723441,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.048380567,0.125,0.125,0.939726027,0.039655172,0.94492885,0.01192049,0.961032389,0.032511211,0.666666667,0.089853912,608000,0.543985734,0,0,0,0,1,0,0
