San Francisco,San Jose,Sacramento,Oakland,Walnut Creek,Association,Association Pool,BARI,BERD,CCRD,EBRD,MLS,MLSL,SACM,Week or Weekend,# of Rooms_n,# of Units_n,Association Total_n,Bathrooms_n,Bedrooms_n,Selling Date_n,DOM_n,Latitude_n,Longitude_n,On Market Date_n,Days_Between_n,Date of Week_n,Square Footage_n,Selling Price,SP%LP_n,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.027834008,0.375,0.375,0.810958904,0.00862069,0.973497095,0.019996944,0.947368421,0.019618834,0.833333333,0.213327997,308000,0.551388739,0,0,0,0,0,1,0
0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.028137652,0.25,0.375,0.082191781,0.072413793,0.968310767,0.01908811,0.802125506,0.033632287,0.833333333,0.213327997,165000,0.505944018,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.049493927,0.25,0.25,0.523287671,0.00862069,0.941791554,0.01526535,0.893218623,0.02073991,0.5,0.213327997,811000,0.551983141,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.105668016,0.375,0.25,0.742465753,0.168965517,0.929872823,0.015519446,0.895242915,0.063901345,0,0.213327997,765000,0.515076192,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.166666667,0.019104478,0.031376518,0.375,0.375,0.706849315,0.013793103,0.944319712,0.014626678,0.924089069,0.024103139,0.166666667,0.213327997,901000,0.584459094,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0.233333333,0.017910448,0.059210526,0.25,0.375,0.942465753,0.006896552,0.95097825,0.01494967,0.976720648,0.018497758,0,0.213327997,645000,0.536798876,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.002686567,0.082388664,0.25,0.25,0.646575342,0.160344828,0.950805429,0.011330584,0.884109312,0.05941704,1,0.213127877,1200000,0.495623041,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.00358209,0.079453441,0.25,0.25,0.994520548,0.181034483,0.950670057,0.011263772,0.925101215,0.081838565,0.5,0.213127877,1180000,0.637252783,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.166666667,0.001343284,0.035425101,0.25,0.25,0.44109589,0.070689655,0.954554203,0.011357637,0.851214575,0.05044843,0.666666667,0.213127877,510000,0.528477251,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,0.002985075,0.046963563,0.25,0.375,0.712328767,0.022413793,0.948731758,0.013086942,0.929149798,0.019618834,0.666666667,0.213127877,455000,0.576299579,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.023279352,0.375,0.375,0.61369863,0.070689655,0.962896527,0.014254622,0.904352227,0.02690583,0.666666667,0.212927757,343000,0.541554091,0,0,0,0,1,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.063259109,0.375,0.25,0.802739726,0.062068966,0.955002701,0.010192517,0.924595142,0.046524664,0.333333333,0.212927757,780000,0.523938182,0,0,1,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.2,0,0.037044534,0.375,0.375,0.898630137,0.037931034,0.967252904,0.008982768,0.964068826,0.019058296,0.5,0.212927757,475000,0.536798876,0,0,0,1,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.036567164,0.029453441,0.25,0.25,0.17260274,0.025862069,0.973258715,0.018438113,0.822368421,0.027466368,0.5,0.212927757,302000,0.540419323,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.024291498,0.25,0.25,0.42739726,0.025862069,0.970282587,0.018382271,0.850708502,0.052130045,0.5,0.212927757,330000,0.532097698,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.023785425,0.25,0.375,0.561643836,0.096551724,0.976655506,0.020194035,0.878036437,0.048206278,0.166666667,0.212927757,345000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.023785425,0.25,0.375,0.591780822,0.103448276,0.976659634,0.020196684,0.879554656,0.05044843,0.666666667,0.212927757,346000,0.530638712,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.023785425,0.25,0.375,0.726027397,0.053448276,0.976660137,0.02018775,0.915991903,0.036995516,1,0.212927757,345000,0.530584675,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.029453441,0.25,0.25,0.926027397,0.044827586,0.973258715,0.018438113,0.92611336,0.066704036,0.833333333,0.212927757,310000,0.533340538,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.024291498,0.25,0.25,0.745205479,0.022413793,0.97028606,0.018392748,0.92965587,0.027466368,0.833333333,0.212927757,335900,0.530422566,0,0,0,0,0,1,0
0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.029453441,0.25,0.25,0.876712329,0.056896552,0.973258715,0.018438113,0.942307692,0.03867713,0.333333333,0.212927757,310000,0.536798876,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.031578947,0.25,0.375,0.997260274,0.132758621,0.974843545,0.020383209,0.94534413,0.063340807,0.166666667,0.212927757,250000,0.520479844,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.024291498,0.25,0.25,0.884931507,0.017241379,0.97026945,0.018379314,0.958502024,0.022421525,1,0.212927757,324950,0.536798876,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.023279352,0.375,0.375,0.073972603,0.046551724,0.962881175,0.014245874,0.795040486,0.037556054,0.833333333,0.212927757,337500,0.532800173,0,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.080465587,0.25,0.25,0.287671233,0.065517241,0.938473736,0.01658688,0.823380567,0.049887892,0.833333333,0.212927757,650000,0.536798876,0,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.080465587,0.25,0.25,0.378082192,0.017241379,0.938461001,0.016606065,0.869433198,0.01793722,0.833333333,0.212927757,590000,0.528693397,0,0,0,0,0,1,0
0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.098987854,0.25,0.25,0.542465753,0.022413793,0.938403948,0.016479146,0.894736842,0.022982063,1,0.212927757,575000,0.533988977,0,0,0,0,0,0,1
0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.098987854,0.25,0.25,0.523287671,0.013793103,0.938400249,0.016471481,0.894736842,0.019058296,1,0.212927757,588000,0.526856155,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.090890688,0.25,0.25,0.512328767,0.013793103,0.938510505,0.016583189,0.894736842,0.016816143,1,0.212927757,725000,0.536798876,0,0,0,0,0,0,1
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.085121457,0.25,0.25,0.805479452,0.125862069,0.938486999,0.016601816,0.91548583,0.053811659,0.833333333,0.212927757,718000,0.536150438,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.049104478,0.055465587,0.25,0.25,0.473972603,0.051724138,0.939599096,0.015349117,0.886133603,0.018497758,0.5,0.212727637,1165000,0.532205771,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.000447761,0.035728745,0.25,0.375,0.838356164,0.105172414,0.951056669,0.011124866,0.933198381,0.041479821,0.833333333,0.212727637,900000,0.508916027,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.233333333,0.000298507,0.035425101,0.125,0.25,0.964383562,0.103448276,0.950395537,0.010992366,0.95597166,0.043161435,0.166666667,0.212727637,1240000,0.53766346,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.024089069,0.375,0.375,0.761643836,0.037931034,0.963099196,0.013980744,0.936234818,0.021860987,0.666666667,0.212727637,395000,0.543715552,0,0,0,0,1,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.030161943,0.375,0.375,0.747945205,0.012068966,0.973299611,0.018255627,0.922064777,0.054372197,0.666666667,0.212727637,309880,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.031376518,0.25,0.25,0.742465753,0.012068966,0.955819616,0.019688622,0.92965587,0.025224215,0.833333333,0.212727637,425000,0.524424511,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.266666667,0,0.023279352,0.375,0.375,0.079452055,0.105172414,0.963110244,0.013976002,0.78694332,0.04764574,0.5,0.212727637,390000,0.529936237,0,0,0,1,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.000597015,0.020242915,0.25,0.25,0.304109589,0.039655172,0.951332775,0.012862856,0.841093117,0.033632287,0.833333333,0.212727637,685000,0.566789149,0,0,0,0,0,1,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.055465587,0.25,0.25,0.473972603,0.006896552,0.939598743,0.015348188,0.887145749,0.017376682,0.833333333,0.212727637,1165000,0.532205771,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.032793522,0.375,0.25,0.553424658,0,0.944252189,0.01411049,0.899797571,0.020179372,0.333333333,0.212727637,860000,0.538041716,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.166666667,0.08,0.032793522,0.375,0.25,0.553424658,0.022413793,0.944249346,0.014110223,0.893218623,0.02690583,0.5,0.212727637,860000,0.538041716,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.035425101,0.375,0.25,0.802739726,0.031034483,0.938715111,0.014903448,0.939777328,0.026345291,0.666666667,0.212727637,720000,0.553009835,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.05242915,0.25,0.25,0.997260274,0.006896552,0.930299703,0.014563074,0.980769231,0.02073991,0.166666667,0.212727637,779000,0.536798876,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000447761,0.030364372,0.125,0.375,0.402739726,0.063793103,0.95045415,0.01085136,0.851720648,0.042040359,0.833333333,0.212527517,1390000,0.576461688,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2,0.000447761,0.032388664,0.25,0.25,0.364383562,0,0.950813407,0.010940474,0.876518219,0.007286996,0.833333333,0.212527517,1600000,0.554252675,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.002537313,0.032894737,0.25,0.25,0.578082192,0.012068966,0.972391416,0.020057156,0.903340081,0.023542601,0.333333333,0.212527517,324000,0.545282611,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.033805668,0.375,0.25,0.95890411,0.010344828,0.972372793,0.020059749,0.961032389,0.034753363,0.666666667,0.212527517,310000,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0.166666667,0.012537313,0.04757085,0.25,0.25,0.167123288,0.094827586,0.945303257,0.014720906,0.793522267,0.058856502,0.333333333,0.212527517,643000,0.522965525,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.004029851,0.057995951,0.25,0.25,0.569863014,0.043103448,0.95035225,0.011207632,0.900809717,0.021860987,0.666666667,0.212327396,1299000,0.536798876,0,0,0,0,1,0,0
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.233333333,0,0.03340081,0.25,0.375,0.676712329,0.005172414,0.965540579,0.014500648,0.929149798,0.012331839,0.666666667,0.212327396,320000,0.563384848,0,0,0,0,1,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.025506073,0.25,0.25,0.479452055,0.010344828,0.972890348,0.018202814,0.887145749,0.018497758,0.833333333,0.212327396,268000,0.524964876,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.2,0,0.031882591,0.25,0.375,0.194520548,0.063793103,0.965516872,0.014500212,0.821356275,0.033632287,0.166666667,0.212327396,299000,0.536798876,0,1,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.02742915,0.25,0.25,0.016438356,0.012068966,0.972890348,0.018202814,0.793522267,0.034192825,0.333333333,0.212327396,256000,0.531557333,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.01641791,0.078744939,0.25,0.25,0.712328767,0.110344828,0.950636383,0.011310551,0.907894737,0.044843049,0.666666667,0.212127276,1380000,0.510699233,0,0,0,0,1,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.032894737,0.25,0.25,0.408219178,0.024137931,0.973244798,0.018523463,0.864878543,0.030269058,0.5,0.212127276,267500,0.536798876,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.133333333,0.017462687,0.038157895,0.25,0.25,0.435616438,0.031034483,0.949078708,0.015585248,0.872975709,0.025784753,0.833333333,0.212127276,675000,0.536798876,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.166666667,0.021940299,0.025303644,0.375,0.25,0.632876712,0.043103448,0.95248695,0.012165038,0.904352227,0.030829596,0.666666667,0.212127276,825000,0.521506538,0,0,0,0,1,0,0
0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.133333333,0.004776119,0.045647773,0.25,0.25,0.616438356,0.024137931,0.951995971,0.012461227,0.911437247,0.019618834,0.666666667,0.212127276,865000,0.619636875,0,0,0,0,1,0,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.133333333,0.017462687,0.037449393,0.25,0.25,0.898630137,0.010344828,0.949073624,0.0155728,0.949392713,0.039237668,0.333333333,0.212127276,680000,0.540797579,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000447761,0.020040486,0.125,0.25,0.706849315,0.062068966,0.950347594,0.010887718,0.91194332,0.038116592,0.833333333,0.211927156,1295000,0.536798876,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.166666667,0,0.04402834,0.25,0.375,0.610958904,0.125862069,0.962987455,0.014425888,0.885121457,0.04764574,0.166666667,0.211927156,196000,0.51307684,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.166666667,0,0.043016194,0.25,0.375,0.284931507,0.234482759,0.963001372,0.014426316,0.798582996,0.076793722,0.833333333,0.211927156,207000,0.536798876,0,0,0,0,0,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.166666667,0,0.04402834,0.25,0.375,0.57260274,0.148275862,0.962987455,0.014425888,0.860323887,0.068946188,0.166666667,0.211927156,200000,0.511077488,0,1,0,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.2,0.011641791,0.025708502,0.375,0.25,0.079452055,0.039655172,0.939119265,0.015100789,0.777834008,0.058295964,1,0.211927156,850055,0.507835297,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.2,0.011641791,0.025708502,0.375,0.25,0.156164384,0.062068966,0.939088637,0.015073914,0.792510121,0.057735426,0,0.211927156,899000,0.52350589,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.2,0.011641791,0.025708502,0.375,0.25,0.868493151,0.037931034,0.939665335,0.0153465,0.792510121,0.204035874,0,0.211927156,935111,0.551712958,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.025708502,0.375,0.25,0.868493151,0.036206897,0.939677239,0.015344464,0.792510121,0.246076233,0,0.211927156,935111,0.557873122,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.2,0.011641791,0.022165992,0.375,0.25,0.879452055,0.012068966,0.939399497,0.015338737,0.799595142,0.204035874,0,0.211927156,969394,0.572084729,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.025708502,0.375,0.25,0.15890411,0.05862069,0.939723671,0.015351258,0.792510121,0.05941704,0,0.211927156,899000,0.52334378,1,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.077125506,0.25,0.375,0.454794521,0.005172414,0.947368924,0.01086506,0.882591093,0.018497758,0.5,0.211927156,715000,0.564627688,0,0,0,1,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.233333333,0,0.043016194,0.375,0.25,0.205479452,0.115517241,0.956266026,0.013532514,0.785931174,0.076233184,0.166666667,0.211727036,445000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.2,0,0.095850202,0.25,0.375,0.646575342,0.124137931,0.965122482,0.012430782,0.892206478,0.047085202,0.166666667,0.211727036,1250000,0.516427105,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.054149798,0.25,0.375,0.78630137,0.022413793,0.953710234,0.01049798,0.943825911,0.019618834,0.833333333,0.211727036,1010000,0.54825462,0,0,0,0,0,1,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.2,0,0.02965587,0.375,0.375,0.923287671,0.065517241,0.9630923,0.009332634,0.96659919,0.022421525,0.166666667,0.211727036,570000,0.557494867,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.027834008,0.25,0.375,0.715068493,0.260344828,0.94748668,0.023070503,0.83805668,0.221412556,1,0.211727036,174250,0.522479196,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.038663968,0.25,0.375,0.923287671,0.024137931,0.94747918,0.02306816,0.954959514,0.042040359,1,0.211727036,175000,0.552685615,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.054149798,0.25,0.375,0.090410959,0.243103448,0.953707239,0.010501736,0.758097166,0.082959641,0.333333333,0.211727036,900000,0.514373717,0,0,1,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.025101215,0.25,0.375,0.22739726,0.094827586,0.967942601,0.009024926,0.822874494,0.03867713,0.666666667,0.211727036,528800,0.525613315,0,0,0,0,1,0,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.133333333,0,0.025101215,0.25,0.375,0.216438356,0.063793103,0.967894205,0.00900003,0.83451417,0.023542601,1,0.211727036,505000,0.543283259,0,0,0,0,0,0,1
0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0.2,0,0.095850202,0.25,0.375,0.936986301,0.465517241,0.965137834,0.012445387,0.848684211,0.15470852,1,0.211727036,989000,0.517832054,0,0,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.2,0.011641791,0.025708502,0.375,0.25,0.531506849,0.013793103,0.939689923,0.015342493,0.792510121,0.13396861,0,0.211727036,900000,0.536798876,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.025708502,0.375,0.25,0.531506849,0.020689655,0.939724351,0.015351904,0.792510121,0.13396861,0,0.211727036,900000,0.536798876,1,0,0,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.2,0.011641791,0.022165992,0.375,0.25,0.531506849,0.024137931,0.939688664,0.0153428,0.799595142,0.126121076,0,0.211727036,900000,0.536798876,1,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.2,0.00238806,0.063562753,0.25,0.25,0.210958904,0.013793103,0.951845825,0.014507975,0.845647773,0.009529148,0,0.211727036,1399000,0.536798876,1,0,0,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0.166666667,0.000597015,0.075404858,0.25,0.25,0.224657534,0.039655172,0.953315367,0.013840109,0.833502024,0.025784753,0.666666667,0.211727036,400000,0.476764293,0,0,0,0,1,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.233333333,0.001044776,0.075404858,0.25,0.25,0.389041096,0.082758621,0.953239891,0.013863406,0.835020243,0.057735426,0,0.211727036,420000,0.500756511,1,0,0,0,0,0,0
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0.166666667,0.031492537,0.034919028,0.25,0.25,0.098630137,0.013793103,0.949767725,0.013191154,0.818825911,0.016255605,0.5,0.211727036,510000,0.548686912,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.022165992,0.375,0.25,0.531506849,0.022413793,0.939688891,0.015342178,0.800101215,0.125560538,0.166666667,0.211727036,900000,0.536798876,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.036437247,0.25,0.25,0.895890411,0.067241379,0.944141808,0.014546062,0.944838057,0.040358744,0,0.211727036,645000,0.550524154,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.015820896,0.190384615,0.25,0.25,0.101369863,0.022413793,0.951267492,0.011151862,0.823380567,0.014013453,0.833333333,0.211526916,2440000,0.505889982,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.014776119,0.081578947,0.25,0.25,0.657534247,0.089655172,0.950661324,0.011318071,0.9048583,0.036995516,0.833333333,0.211526916,1460000,0.526261753,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.028208955,0.110121457,0.25,0.25,0.704109589,0.046551724,0.951417939,0.011242205,0.920546559,0.028587444,0.166666667,0.211526916,1425000,0.518480493,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.000447761,0.020242915,0.25,0.25,0.742465753,0.093103448,0.950269929,0.011084437,0.922064777,0.033632287,0.666666667,0.211526916,1580000,0.530368529,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.012985075,0.08582996,0.25,0.375,0.920547945,0.127586207,0.950305742,0.011280477,0.942813765,0.047085202,0.5,0.211526916,1250000,0.536798876,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.166666667,0.001791045,0.070850202,0.125,0.25,0.805479452,0.044827586,0.95108989,0.010941209,0.950910931,0.014573991,0.833333333,0.211526916,1500000,0.537501351,0,0,0,0,0,1,0
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.233333333,0,0.03340081,0.25,0.375,0.665753425,0.025862069,0.965532702,0.014497256,0.913461538,0.032511211,0.166666667,0.211526916,315000,0.541986383,0,1,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.166666667,0,0.041700405,0.25,0.25,0.942465753,0.120689655,0.953746122,0.010187679,0.947368421,0.047085202,0.833333333,0.211526916,1055000,0.531719442,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.031882591,0.25,0.25,0.945205479,0.072413793,0.948026307,0.02269814,0.95597166,0.039237668,0.166666667,0.211526916,305000,0.519669296,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.2,0.070746269,0.036234818,0.5,0.375,0.194520548,0.125862069,0.948889957,0.016171713,0.797064777,0.059977578,0.333333333,0.211526916,790000,0.524100292,0,0,1,0,0,0,0
0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.2,0.001791045,0.08694332,0.25,0.25,0.676712329,0.181034483,0.952915894,0.013917269,0.848684211,0.104820628,1,0.211526916,645000,0.533448611,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.035222672,0.375,0.375,0.35890411,0.039655172,0.94201428,0.013651226,0.851720648,0.033071749,0.833333333,0.211526916,1680000,0.534259159,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.010121457,0.25,0.25,0.457534247,0.098275862,0.92995011,0.015540351,0.839574899,0.066704036,0.333333333,0.211526916,615000,0.51977737,0,0,1,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.049898785,0.25,0.375,0.139726027,0.015517241,0.941059803,0.014414014,0.821356275,0.021860987,0.166666667,0.211526916,1056000,0.568194099,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.102631579,0.375,0.25,0.690410959,0.181034483,0.929860189,0.01551216,0.883603239,0.06558296,0.833333333,0.211526916,1125000,0.513779315,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.05111336,0.25,0.375,0.235616438,0.001724138,0.941063125,0.014399078,0.847165992,0.012892377,0.5,0.211526916,1130000,0.577974711,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.052024291,0.25,0.25,0.6,0.024137931,0.942769109,0.01270941,0.899291498,0.02970852,0.166666667,0.211526916,1070000,0.547065816,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.103744939,0.25,0.25,0.704109589,0.086206897,0.929959271,0.015479792,0.902834008,0.047085202,0.166666667,0.211526916,1245000,0.495136712,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.043016194,0.375,0.25,0.956164384,0.020689655,0.940947282,0.014891186,0.971659919,0.022421525,0.666666667,0.211526916,735000,0.564627688,0,0,0,0,1,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.166666667,0.000447761,0.020242915,0.25,0.375,0.956164384,0.067241379,0.950644814,0.011077781,0.964574899,0.030269058,0.666666667,0.211326796,1150000,0.516427105,0,0,0,0,1,0,0
0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0.01761194,0.048076923,0.25,0.25,0.230136986,0.020689655,0.970680902,0.01924797,0.84159919,0.018497758,1,0.211326796,395000,0.536798876,0,0,0,0,0,0,1
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.048380567,0.375,0.25,0.975342466,0.025862069,0.970509139,0.016587688,0.949898785,0.051008969,0.5,0.211326796,580000,0.518102237,0,0,0,1,0,0,0
0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0.048380567,0.375,0.25,0.534246575,0.175862069,0.970509265,0.01658684,0.79402834,0.134529148,0.5,0.211326796,540000,0.520966173,0,0,0,1,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2,0.014179104,0.024696356,0.25,0.25,0.463013699,0.034482759,0.940410147,0.015605588,0.883603239,0.019618834,0.833333333,0.211326796,820000,0.524586621,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.061740891,0.25,0.25,0.389041096,0.020689655,0.941144414,0.013728409,0.866396761,0.022982063,1,0.211326796,900000,0.525072949,0,0,0,0,0,0,1
